,Field labels,Acetylcholine,Cannabidiol,Dopamine,GABA,Glutamate,Norepinephrine,Serotonin,THC,Tryptamine
,Field colors,#FF0000,#00FF00,#0000FF,#FFFF00,#000000,#000000,#000000,#000000,#800080
,Field shapes,rectangle,circle,triangle right,star,rectangle,circle,triangle right,star,triangle left
Tree node ID,Tree node label,↓ ↓ INSERT YOUR DATA BELOW ↓ ↓,,,,,,,,
Gentiana pubigera',Gentiana pubigera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gentiana scabra',Gentiana scabra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gentiana macrophylla',Gentiana macrophylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Mostuea brunonis',Mostuea brunonis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Strychnos umbellata',Strychnos umbellata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Strychnos ignatii',Strychnos ignatii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Strychnos madagascariensis',Strychnos madagascariensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Strychnos decussata',Strychnos decussata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Strychnos nux-vomica',Strychnos nux-vomica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amalocalyx yunnanensis',Amalocalyx yunnanensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Huernia zebrina',Huernia zebrina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Leptadenia reticulata',Leptadenia reticulata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Spirolobium cambodianum',Spirolobium cambodianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Parameria laevigata',Parameria laevigata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ichnocarpus frutescens',Ichnocarpus frutescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Streptocaulon juventas',Streptocaulon juventas',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cryptostegia madagascariensis',Cryptostegia madagascariensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Melodinus cochinchinensis',Melodinus cochinchinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Secamone ligustrifolia',Secamone ligustrifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Trachelospermum asiaticum',Trachelospermum asiaticum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Plectaneia stenophylla',Plectaneia stenophylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ochrosia elliptica',Ochrosia elliptica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Himatanthus,Himatanthus,-1,-1,-1,-1,-1,-1,-1,-1,-1
Carissa bispinosa',Carissa bispinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Wrightia arborea',Wrightia arborea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Adenium obesum',Adenium obesum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nerium oleander',Nerium oleander',-1,-1,-1,-1,-1,-1,-1,-1,-1
Plumeria rubra',Plumeria rubra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vinca minor',Vinca minor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Thevetia peruviana',Thevetia peruviana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Stapelia gigantea',Stapelia gigantea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pachypodium horombense',Pachypodium horombense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pachypodium succulentum',Pachypodium succulentum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Marsdenia verrucosa',Marsdenia verrucosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Marsdenia floribunda',Marsdenia floribunda',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cynanchum mahafalense',Cynanchum mahafalense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cynanchum wilfordii',Cynanchum wilfordii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Strophanthus gratus',Strophanthus gratus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Strophanthus hispidus',Strophanthus hispidus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Geissospermum laeve',Geissospermum laeve',-1,-1,-1,-1,-1,-1,-1,-1,-1
Geissospermum argenteum',Geissospermum argenteum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cerbera manghas',Cerbera manghas',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cerbera venenifera',Cerbera venenifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vincetoxicum hirundinaria',Vincetoxicum hirundinaria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vincetoxicum atratum',Vincetoxicum atratum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dischidia nummularia',Dischidia nummularia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dischidia major',Dischidia major',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aspidosperma cylindrocarpon',Aspidosperma cylindrocarpon',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aspidosperma spruceanum',Aspidosperma spruceanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Holarrhena pubescens',Holarrhena pubescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Holarrhena curtisii',Holarrhena curtisii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Catharanthus lanceus',Catharanthus lanceus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Catharanthus ovalis',Catharanthus ovalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Catharanthus roseus',Catharanthus roseus',-1,-1,1,-1,-1,-1,-1,-1,-1
Rauvolfia media',Rauvolfia media',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rauvolfia leptophylla',Rauvolfia leptophylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rauvolfia vomitoria',Rauvolfia vomitoria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rauvolfia sellowii',Rauvolfia sellowii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tabernaemontana muricata',Tabernaemontana muricata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tabernaemontana flavicans',Tabernaemontana flavicans',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tabernaemontana crassa',Tabernaemontana crassa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tabernaemontana coffeoides',Tabernaemontana coffeoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tabernaemontana arborea',Tabernaemontana arborea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Schizocalyx,Schizocalyx,-1,-1,-1,-1,-1,-1,-1,-1,-1
Squamellaria kajewskii',Squamellaria kajewskii',-1,-1,-1,-1,-1,-1,1,-1,-1
Spermacoce alata',Spermacoce alata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pavetta indica',Pavetta indica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bathysa australis',Bathysa australis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ferdinandusa chlorantha',Ferdinandusa chlorantha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Elaeagia mariae',Elaeagia mariae',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alseis blackiana',Alseis blackiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hedyotis verticillata',Hedyotis verticillata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Joosia,Joosia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Simira rubescens',Simira rubescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calycophyllum spruceanum',Calycophyllum spruceanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gynochthodes officinalis',Gynochthodes officinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Oldenlandia diffusa',Oldenlandia diffusa',-1,-1,-1,-1,-1,-1,1,-1,-1
Randia armata',Randia armata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Craterispermum laurinum',Craterispermum laurinum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Mitragyna speciosa',Mitragyna speciosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Fleroya stipulosa',Fleroya stipulosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Corynanthe pachyceras',Corynanthe pachyceras',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hymenodictyon flaccidum',Hymenodictyon flaccidum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Agouticarpa curviflora',Agouticarpa curviflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Isertia coccinea',Isertia coccinea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prismatomeris tetrandra',Prismatomeris tetrandra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Coutarea hexandra',Coutarea hexandra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carapichea ipecacuanha',Carapichea ipecacuanha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Coussarea curvigemmia',Coussarea curvigemmia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Condaminea corymbosa',Condaminea corymbosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alibertia,Alibertia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rudgea,Rudgea,-1,-1,-1,-1,-1,-1,-1,-1,-1
Morinda citrifolia',Morinda citrifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Haldina cordifolia',Haldina cordifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cephalanthus occidentalis',Cephalanthus occidentalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pentas,Pentas,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ixora,Ixora,-1,-1,-1,-1,-1,-1,-1,-1,-1
Mussaenda cambodiana',Mussaenda cambodiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Mussaenda rehderiana',Mussaenda rehderiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gardenia jasminoides',Gardenia jasminoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gardenia obtusifolia',Gardenia obtusifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Faramea occidentalis',Faramea occidentalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Faramea bangii',Faramea bangii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ladenbergia carua',Ladenbergia carua',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ladenbergia oblongifolia',Ladenbergia oblongifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cinchona pubescens',Cinchona pubescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cinchona calisaya',Cinchona calisaya',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nauclea orientalis',Nauclea orientalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Nauclea officinalis',Nauclea officinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hydnophytum formicarum',Hydnophytum formicarum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hydnophytum simplex',Hydnophytum simplex',-1,-1,-1,-1,-1,-1,-1,-1,-1
Coffea arabica',Coffea arabica',-1,-1,-1,-1,-1,-1,1,-1,-1
Coffea canephora',Coffea canephora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Galium asperifolium',Galium asperifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Galium mollugo',Galium mollugo',-1,-1,-1,-1,-1,-1,-1,-1,-1
Galium odoratum',Galium odoratum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubia argyi',Rubia argyi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubia cordifolia',Rubia cordifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubia tinctorum',Rubia tinctorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Uncaria homomalla',Uncaria homomalla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Uncaria sinensis',Uncaria sinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Uncaria guianensis',Uncaria guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Uncaria tomentosa',Uncaria tomentosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Palicourea brachiata',Palicourea brachiata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Palicourea colorata',Palicourea colorata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Palicourea cyanococca',Palicourea cyanococca',-1,-1,-1,-1,-1,-1,-1,-1,-1
Palicourea acuminata',Palicourea acuminata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Palicourea pubescens',Palicourea pubescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria gracilenta',Psychotria gracilenta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria psychotriifolia',Psychotria psychotriifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria grandis',Psychotria grandis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria hoffmannseggiana',Psychotria hoffmannseggiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria graciliflora',Psychotria graciliflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria tenuifolia',Psychotria tenuifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria racemosa',Psychotria racemosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria marginata',Psychotria marginata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria limonensis',Psychotria limonensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria horizontalis',Psychotria horizontalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria chagrensis',Psychotria chagrensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria capitata',Psychotria capitata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria deflexa',Psychotria deflexa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria poeppigiana',Psychotria poeppigiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psychotria bacteriophila',Psychotria bacteriophila',-1,-1,-1,-1,-1,-1,-1,-1,-1
Menyanthes trifoliata',Menyanthes trifoliata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Peracarpa carnosa',Peracarpa carnosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Wahlenbergia marginata',Wahlenbergia marginata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Campanula rotundifolia',Campanula rotundifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Platycodon grandiflorus',Platycodon grandiflorus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Adenophora remotiflora',Adenophora remotiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Adenophora triphylla var. japonica',Adenophora triphylla var. japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Codonopsis pilosula',Codonopsis pilosula',-1,-1,-1,-1,-1,-1,-1,-1,-1
Codonopsis lanceolata',Codonopsis lanceolata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lobelia seguinii',Lobelia seguinii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lobelia chinensis',Lobelia chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lobelia cardinalis',Lobelia cardinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Clibadium sylvestre',Clibadium sylvestre',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gynoxys mandonii',Gynoxys mandonii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tetraneuris herbacea',Tetraneuris herbacea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Indocypraea montana',Indocypraea montana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ageratum fastigiatum',Ageratum fastigiatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Santolina elegans',Santolina elegans',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sphagneticola calendulacea',Sphagneticola calendulacea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Mikania glomerata',Mikania glomerata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sinosenecio villiferus',Sinosenecio villiferus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Liatris spicata',Liatris spicata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sigesbeckia pubescens',Sigesbeckia pubescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Filago vulgaris',Filago vulgaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Symphyotrichum dumosum',Symphyotrichum dumosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solidago virgaurea',Solidago virgaurea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pentacalia,Pentacalia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Nordenstamia repanda',Nordenstamia repanda',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arnoglossum plantagineum',Arnoglossum plantagineum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Critoniopsis,Critoniopsis,-1,-1,-1,-1,-1,-1,-1,-1,-1
Leuzea uniflora',Leuzea uniflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Xanthium strumarium',Xanthium strumarium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tridax procumbens',Tridax procumbens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ixeris chinensis',Ixeris chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Laggera pterodonta',Laggera pterodonta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Carduus defloratus',Carduus defloratus',-1,-1,1,-1,-1,-1,-1,-1,-1
Petasites hybridus',Petasites hybridus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lapsana communis',Lapsana communis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pilosella officinarum',Pilosella officinarum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Picris hieracioides',Picris hieracioides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hieracium murorum',Hieracium murorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ligularia stenocephala',Ligularia stenocephala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Smallanthus sonchifolius',Smallanthus sonchifolius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Acanthospermum hispidum',Acanthospermum hispidum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Schkuhria pinnata',Schkuhria pinnata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Coreopsis lanceolata',Coreopsis lanceolata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eriophyllum lanatum',Eriophyllum lanatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crepis biennis',Crepis biennis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Silphium terebinthinaceum',Silphium terebinthinaceum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pentanema britannicum',Pentanema britannicum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tussilago farfara',Tussilago farfara',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chromolaena odorata',Chromolaena odorata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Leucanthemum vulgare',Leucanthemum vulgare',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chamaemelum nobile',Chamaemelum nobile',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cota tinctoria',Cota tinctoria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Jacobaea vulgaris',Jacobaea vulgaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Doronicum,Doronicum,-1,-1,-1,-1,-1,-1,-1,-1,-1
Matricaria chamomilla var. recutita',Matricaria chamomilla var. recutita',-1,-1,-1,-1,-1,-1,-1,-1,-1
Silybum marianum',Silybum marianum',-1,-1,1,-1,-1,-1,-1,-1,-1
Onopordum acanthium',Onopordum acanthium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cicerbita muralis',Cicerbita muralis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Euthamia graminifolia',Euthamia graminifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Helichrysum italicum subsp. serotinum',Helichrysum italicum subsp. serotinum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Leontodon hispidus',Leontodon hispidus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hypochaeris radicata',Hypochaeris radicata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Buphthalmum salicifolium',Buphthalmum salicifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Stevia rebaudiana',Stevia rebaudiana',-1,-1,-1,-1,1,-1,-1,-1,-1
Echinacea purpurea',Echinacea purpurea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eclipta prostrata',Eclipta prostrata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ratibida pinnata',Ratibida pinnata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gerbera piloselloides',Gerbera piloselloides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calendula officinalis',Calendula officinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bellis perennis',Bellis perennis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vernonia elaeagnifolia',Vernonia elaeagnifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tagetes,Tagetes,-1,-1,-1,-1,-1,-1,-1,-1,-1
Stokesia,Stokesia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cichorium intybus',Cichorium intybus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cynara cardunculus var. scolymus',Cynara cardunculus var. scolymus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Arctium lappa',Arctium lappa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Espeletia annemariana',Espeletia annemariana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Espeletia argentea',Espeletia argentea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dichrocephala benthamii',Dichrocephala benthamii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dichrocephala integrifolia',Dichrocephala integrifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ainsliaea pertyoides',Ainsliaea pertyoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ainsliaea yunnanensis',Ainsliaea yunnanensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Saussurea amara',Saussurea amara',-1,-1,-1,-1,-1,-1,-1,-1,-1
Saussurea costus',Saussurea costus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pluchea indica',Pluchea indica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pluchea grevei',Pluchea grevei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eupatorium cannabinum',Eupatorium cannabinum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eupatorium fortunei',Eupatorium fortunei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Echinops sphaerocephalus',Echinops sphaerocephalus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Echinops latifolius',Echinops latifolius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Erigeron acris',Erigeron acris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Erigeron breviscapus',Erigeron breviscapus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Taraxacum officinale',Taraxacum officinale',-1,-1,1,-1,-1,-1,-1,-1,-1
Taraxacum platycarpum',Taraxacum platycarpum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bidens pilosa',Bidens pilosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bidens tripartita',Bidens tripartita',-1,-1,-1,-1,-1,-1,-1,-1,-1
Atractylodes lancea',Atractylodes lancea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Atractylodes japonica',Atractylodes japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Senecio scandens',Senecio scandens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Senecio doronicum',Senecio doronicum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Helianthus annuus',Helianthus annuus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Helianthus tuberosus',Helianthus tuberosus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psiadia glutinosa',Psiadia glutinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psiadia angustifolia',Psiadia angustifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psiadia altissima',Psiadia altissima',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tanacetum balsamita',Tanacetum balsamita',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tanacetum vulgare',Tanacetum vulgare',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tanacetum parthenium',Tanacetum parthenium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Inula japonica',Inula japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Inula conyza',Inula conyza',-1,-1,-1,-1,-1,-1,-1,-1,-1
Inula helenium',Inula helenium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chrysanthemum zawadskii var. latilobum',Chrysanthemum zawadskii var. latilobum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chrysanthemum indicum',Chrysanthemum indicum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chrysanthemum x morifolium',Chrysanthemum x morifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Achillea asiatica',Achillea asiatica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Achillea ageratum',Achillea ageratum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Achillea millefolium var. alpicola',Achillea millefolium var. alpicola',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lactuca virosa',Lactuca virosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lactuca perennis',Lactuca perennis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lactuca sativa',Lactuca sativa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cirsium rivulare',Cirsium rivulare',-1,-1,1,-1,-1,-1,-1,-1,-1
Cirsium japonicum var. maackii',Cirsium japonicum var. maackii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cirsium pitcheri',Cirsium pitcheri',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cirsium arvense',Cirsium arvense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Centaurea jacea subsp. jacea',Centaurea jacea subsp. jacea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Centaurea stoebe',Centaurea stoebe',-1,-1,-1,-1,-1,-1,-1,-1,-1
Centaurea montana',Centaurea montana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Centaurea cyanus',Centaurea cyanus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aster incisus',Aster incisus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aster altaicus',Aster altaicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aster ageratoides',Aster ageratoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aster alpinus',Aster alpinus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aster hispidus',Aster hispidus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aster tataricus',Aster tataricus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aster glehnii',Aster glehnii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aster yomena',Aster yomena',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia cina',Artemisia cina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia gmelinii',Artemisia gmelinii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia frigida',Artemisia frigida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia capillaris',Artemisia capillaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia argyi',Artemisia argyi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia princeps',Artemisia princeps',-1,-1,-1,-1,-1,-1,-1,-1,-1
