TaxID	no rank	superkingdom	kingdom	phylum	class	order	family	genus	subgenus	species	varietas	subspecies	forma
38847			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia subgen. Esula	Euphorbia segetalis			
318061			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia subgen. Chamaesyce	Euphorbia thymifolia			
1138341			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia subgen. Athymalus	Euphorbia bubalina			
216998			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia subgen. Athymalus	Euphorbia jansenvillensis			
334689			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia subgen. Euphorbia	Euphorbia neriifolia			
209333			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia	Euphorbia subgen. Euphorbia	Euphorbia alluaudii			
3495			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Maclura					
3749			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus					
210328			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Maclura		Maclura tricuspidata			
1577575			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemiella		Berchemiella berchemiifolia			
106704			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnella		Rhamnella franguloides			
72165			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Sageretia					
146530	Poodae		Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Avena		Avena barbata			
2358445	Rhamnaceae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Alphitonia		Alphitonia philippinensis			
2799819			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemia		Berchemia yunnanensis			
22922	Rhamnaceae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ceanothus					
1465290	Rhamnaceae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Colubrina		Colubrina arborescens			
106664	Rhamnaceae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Colubrina		Colubrina asiatica			
106663	Rhamnaceae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Colubrina					
1125386	Rhamnaceae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Colubrina		Colubrina spinosa			
1813008			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Gouania		Gouania leptostachya			
1813006			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Gouania		Gouania javanica			
106678			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Gouania					
1226760			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemia		Berchemia floribunda			
1136838			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Gouania		Gouania polygama			
210357			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Hovenia		Hovenia acerba			
99291			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Hovenia					
1127048			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Karwinskia		Karwinskia calderonii			
106685			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Krugiodendron		Krugiodendron ferreum			
106692			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Paliurus					
2753859			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnella		Rhamnella tonkinensis			
280014			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus crenata			
105902			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus davurica			
1813050			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus diamantiaca			
1813079			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus erythroxylon			
1616486			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus globosa			
1819795			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus hainanensis			
1577576			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus koraiensis			
1603822			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus leptophylla			
1813037			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Frangula		Frangula longipes			
3609			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus					
1813042			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Frangula		Frangula oreodendron			
1226768			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus parvifolia			
1341704			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemia		Berchemia hirtella			
1465361			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus sphaerosperma			
1813096			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus subapetala			
1037062			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus utilis			
72166			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Sageretia		Sageretia thea			
2552202			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Scutia		Scutia eberhardtii			
1158817			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Scutia		Scutia myrtina			
106719			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ventilago					
1812990			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemia		Berchemia huana			
1390085			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ventilago		Ventilago denticulata			
108868			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ventilago		Ventilago leiocarpa			
345802			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ventilago		Ventilago madraspatana			
478035			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus		Ziziphus apetala			
478036			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus		Ziziphus attopensis			
1621222			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemia		Berchemia kulingensis			
72171			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus					
345807			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Sarcomphalus		Sarcomphalus guatemalensis			
345808			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus		Ziziphus horsfieldii			
478038			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus		Ziziphus incurva			
157914			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus		Ziziphus mauritiana			
345151			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus		Ziziphus oenopolia			
345815			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus		Ziziphus rugosa			
1603695			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemia		Berchemia lineata			
345817			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Sarcomphalus		Sarcomphalus thyrsiflorus			
72167			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemia					
1621223			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Berchemia		Berchemia sinica			
176579			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Schkuhria		Schkuhria pinnata			
52470			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Ferula					
2708			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus		Citrus x limon			
49606			Viridiplantae	Streptophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera					
178107			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Vochysiaceae	Qualea		Qualea grandiflora			
2706			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus					
13442			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Coffea					
4441			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia					
28502			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus		Amaranthus hypochondriacus			
3555			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Beta		Beta vulgaris		Beta vulgaris subsp. vulgaris	
63459			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Chenopodium		Chenopodium quinoa			
4111			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum		Solanum melongena			
112863			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Lycium		Lycium barbarum			
3880			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago		Medicago truncatula			
4022			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer					
357850			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Angelica		Angelica keiskei			
285591			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Menispermaceae	Tinospora		Tinospora crispa			
4146			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Olea		Olea europaea			
2711			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus		Citrus sinensis			
3635			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium		Gossypium hirsutum			
3633			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium					
3701			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis					
3483			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis		Cannabis sativa			
137178			Viridiplantae	Streptophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella		Selaginella tamariscina			
228587			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Celtis		Celtis occidentalis			
384659			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Achyranthes		Achyranthes bidentata			
307165			Viridiplantae	Streptophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella		Selaginella uncinata			
3202			Viridiplantae	Streptophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Jungermannia					
130385			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper auritum			
13217			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper betle			
130404			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper methysticum			
13216			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper nigrum			
405319			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper sarmentosum			
117272			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus		Amaranthus cruentus			
46112			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Celosia		Celosia argentea			
204518			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Bauhinia		Bauhinia tomentosa			
1842752			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Dendrocnide		Dendrocnide moroides			
120385			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Kerria		Kerria japonica			
57943			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla		Alchemilla alpina			
98683			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Doronicum					
59016			Viridiplantae	Streptophyta	Magnoliopsida	Commelinales	Commelinaceae	Tradescantia		Tradescantia virginiana			
59067			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Ruscus		Ruscus aculeatus			
32220			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Aruncus		Aruncus dioicus			
40888			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Anthriscus		Anthriscus cerefolium			
1570894			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Polemoniaceae	Phlox		Phlox adsurgens			
33127			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Parietaria		Parietaria judaica			
3710			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica		Brassica nigra			
109059			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus		Alnus firma			
109061			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus		Alnus hirsuta			
253220			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus		Alnus hirsuta	Alnus hirsuta var. sibirica		
109063			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Alnus		Alnus japonica			
154422			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Selenicereus					
397177			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Tapirira		Tapirira guianensis			
4577	Andropogonodae		Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Zea		Zea mays			
25443			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria					
77900			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria tenuifolia			
681438			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia		Eugenia nesiotica			
77879			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria horizontalis			
489020			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea		Ocotea cernua			
489022			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea		Ocotea oblonga			
681437			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia		Eugenia galalonensis			
489024			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea		Ocotea whitei			
681439			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia		Eugenia oerstediana			
486089			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga umbellifera			
468147			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga marginata			
486047			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga acuminata			
162888			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Prioria		Prioria copaifera			
158928			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Calophyllaceae	Calophyllum		Calophyllum longifolium			
50126			Viridiplantae	Streptophyta	Magnoliopsida	Santalales	Erythropalaceae	Heisteria		Heisteria concinna			
681431			Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Desmopsis		Desmopsis panamensis			
681506			Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Xylopia		Xylopia macrantha			
681474			Viridiplantae	Streptophyta	Magnoliopsida	Picramniales	Picramniaceae	Picramnia		Picramnia latifolia			
681480			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Burseraceae	Protium		Protium panamense			
681473			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Ochnaceae	Ouratea		Ouratea lucens			
224866			Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Myristicaceae	Virola		Virola sebifera			
681494			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Tabernaemontana		Tabernaemontana arborea			
112829			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Lacistemataceae	Lacistema		Lacistema aggregatum			
1125920			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea		Guarea bullata			
681476			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Sapotaceae	Pouteria		Pouteria reticulata			
681464			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia nervosa			
295159			Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Guatteria		Guatteria dumetorum			
77893			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria racemosa			
486070			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga multijuga			
189164			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria grandis			
77903			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria graciliflora			
77892			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea		Palicourea pubescens			
77886			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria marginata			
77887			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria micrantha			
681405			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Alseis		Alseis blackiana			
681466			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Mouriri		Mouriri myrtilloides			
77882			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria limonensis			
638923			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Meliaceae	Trichilia		Trichilia tuberculata			
130413			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper reticulatum			
241910			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Poulsenia		Poulsenia armata			
446121			Viridiplantae	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Oenocarpus		Oenocarpus mapora			
101569			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Simaroubaceae	Simarouba		Simarouba amara			
202773			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Capparaceae	Capparidastrum		Capparidastrum frondosum			
20145			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Putranjivaceae	Drypetes					
63801			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea					
241854			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Cecropia		Cecropia insignis			
681448			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae	Hirtella		Hirtella triandra			
77880			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Carapichea		Carapichea ipecacuanha			
486071			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga nobilis			
681486			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Rinorea		Rinorea sylvatica			
681400			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Acalypha		Acalypha diversifolia			
156481			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Clusiaceae	Garcinia		Garcinia intermedia			
241920			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Sorocea		Sorocea affinis			
263291			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia argentea			
60050			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Faramea		Faramea occidentalis			
681463			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia hondurensis			
681436			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia		Eugenia coloradoensis			
450040			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pterocarpus		Pterocarpus rohrii			
489013			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Beilschmiedia		Beilschmiedia pendula			
203050			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Randia		Randia armata			
681426			Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Cordiaceae	Cordia		Cordia lasiocalyx			
247899			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga punctata			
486076			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga ruiziana			
486084			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga spectabilis			
486078			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga sapindoides			
263301			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia impetiolaris			
427217			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia affinis			
681462			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia dorsiloba			
450273			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Swartzia		Swartzia simplex	Swartzia simplex var. continentalis		
681493			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Stylogyne		Stylogyne turbacensis			
482942			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Pombalia		Pombalia prunifolia			
2884811			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia trichocalyx			
477065			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia elata			
564598			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria psychotriifolia			
486087			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga thibaudiana			
3090009			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga mucuna			
511538			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper colonense			
130409			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper peltatum			
538345			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper schiedeanum			
106620			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Rhizophoraceae	Cassipourea		Cassipourea elliptica			
58385			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria poeppigiana			
427154			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia dentata			
13215			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper					
100171			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Swartzia		Swartzia simplex			
263288			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia					
681484			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Quararibea		Quararibea asterolepis			
486073			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga oerstediana			
489023			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea		Ocotea puberula			
487684			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga laurina			
1930895			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Ocotea		Ocotea purpurea			
486059			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga goldmanii			
77872			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria		Psychotria chagrensis			
681483			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea		Palicourea cyanococca			
263308			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia prasina			
538325			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper perlasense			
130381			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper arboreum			
405316			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper aequale			
681478			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Burseraceae	Protium		Protium confusum			
681479			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Burseraceae	Protium		Protium costaricense			
681459			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Maquira		Maquira guianensis			
681430			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Cupania		Cupania seemannii			
155637			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea		Guarea guidonia			
681495			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Tachigali		Tachigali versicolor			
263242			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia octona			
486092			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga vera			
486075			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga pezizifera			
405321			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper cordulatum			
486055			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga		Inga cocleensis			
246834			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Burseraceae	Protium		Protium tenuifolium			
681412			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Aspidosperma		Aspidosperma spruceanum			
287593			Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Anaxagorea		Anaxagorea panamensis			
638922			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium		Anacardium excelsum			
681408			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Apeiba		Apeiba membranacea			
194253			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Brosimum		Brosimum alicastrum			
93751			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Cavanillesia		Cavanillesia platanifolia			
193163			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Ceiba		Ceiba pentandra			
681432			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dipteryx		Dipteryx oleifera			
681442			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Meliaceae	Guarea		Guarea grandifolia			
597304			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Hieronyma		Hieronyma alchorneoides			
99294			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Hura		Hura crepitans			
